,time,TD,N,CH,M,A
2878,28.78000,1.04127,0.86272,1.34035,2.12033,3.94114
2879,28.79000,1.04144,0.86297,1.34024,2.12024,3.93992
2880,28.80000,1.04162,0.86323,1.34014,2.12015,3.93870
2881,28.81000,1.04180,0.86348,1.34003,2.12005,3.93749
2882,28.82000,1.04198,0.86373,1.33993,2.11996,3.93628
2883,28.83000,1.04216,0.86399,1.33982,2.11987,3.93507
2884,28.84000,1.04234,0.86424,1.33971,2.11979,3.93386
2885,28.85000,1.04252,0.86449,1.33961,2.11970,3.93266
2886,28.86000,1.04270,0.86474,1.33950,2.11961,3.93146
2887,28.87000,1.04287,0.86500,1.33940,2.11953,3.93027
2888,28.88000,1.04305,0.86525,1.33929,2.11944,3.92908
2889,28.89000,1.04323,0.86550,1.33919,2.11936,3.92789
2890,28.90000,1.04341,0.86575,1.33909,2.11928,3.92670
2891,28.91000,1.04359,0.86601,1.33898,2.11920,3.92552
2892,28.92000,1.04377,0.86626,1.33888,2.11912,3.92434
2893,28.93000,1.04395,0.86651,1.33878,2.11904,3.92317
2894,28.94000,1.04413,0.86676,1.33867,2.11896,3.92199
2895,28.95000,1.04431,0.86701,1.33857,2.11889,3.92083
2896,28.96000,1.04449,0.86726,1.33847,2.11881,3.91966
2897,28.97000,1.04467,0.86751,1.33836,2.11874,3.91850
2898,28.98000,1.04485,0.86777,1.33826,2.11866,3.91734
2899,28.99000,1.04504,0.86802,1.33816,2.11859,3.91618
2900,29.00000,1.04522,0.86827,1.33806,2.11852,3.91502
2901,29.01000,1.04540,0.86852,1.33796,2.11845,3.91387
2902,29.02000,1.04558,0.86877,1.33786,2.11838,3.91273
2903,29.03000,1.04576,0.86902,1.33776,2.11832,3.91158
2904,29.04000,1.04594,0.86927,1.33766,2.11825,3.91044
2905,29.05000,1.04612,0.86952,1.33756,2.11818,3.90930
2906,29.06000,1.04630,0.86977,1.33746,2.11812,3.90817
2907,29.07000,1.04649,0.87002,1.33736,2.11806,3.90703
2908,29.08000,1.04667,0.87027,1.33726,2.11799,3.90590
2909,29.09000,1.04685,0.87052,1.33716,2.11793,3.90478
2910,29.10000,1.04703,0.87077,1.33706,2.11787,3.90365
2911,29.11000,1.04721,0.87102,1.33696,2.11781,3.90253
2912,29.12000,1.04740,0.87127,1.33686,2.11776,3.90142
2913,29.13000,1.04758,0.87152,1.33676,2.11770,3.90030
2914,29.14000,1.04776,0.87177,1.33667,2.11764,3.89919
2915,29.15000,1.04794,0.87202,1.33657,2.11759,3.89808
2916,29.16000,1.04813,0.87227,1.33647,2.11754,3.89698
2917,29.17000,1.04831,0.87252,1.33637,2.11748,3.89588
2918,29.18000,1.04849,0.87277,1.33628,2.11743,3.89478
2919,29.19000,1.04868,0.87302,1.33618,2.11738,3.89368
2920,29.20000,1.04886,0.87327,1.33608,2.11733,3.89259
2921,29.21000,1.04904,0.87351,1.33599,2.11728,3.89150
2922,29.22000,1.04923,0.87376,1.33589,2.11723,3.89041
2923,29.23000,1.04941,0.87401,1.33580,2.11719,3.88933
2924,29.24000,1.04959,0.87426,1.33570,2.11714,3.88825
2925,29.25000,1.04978,0.87451,1.33561,2.11710,3.88717
2926,29.26000,1.04996,0.87476,1.33551,2.11706,3.88610
2927,29.27000,1.05014,0.87500,1.33542,2.11701,3.88503
2928,29.28000,1.05033,0.87525,1.33532,2.11697,3.88396
2929,29.29000,1.05051,0.87550,1.33523,2.11693,3.88289
2930,29.30000,1.05070,0.87575,1.33513,2.11689,3.88183
2931,29.31000,1.05088,0.87599,1.33504,2.11685,3.88077
2932,29.32000,1.05107,0.87624,1.33495,2.11682,3.87971
2933,29.33000,1.05125,0.87649,1.33485,2.11678,3.87866
2934,29.34000,1.05144,0.87674,1.33476,2.11675,3.87761
2935,29.35000,1.05162,0.87698,1.33467,2.11671,3.87656
2936,29.36000,1.05181,0.87723,1.33457,2.11668,3.87552
2937,29.37000,1.05199,0.87748,1.33448,2.11665,3.87448
2938,29.38000,1.05218,0.87772,1.33439,2.11661,3.87344
2939,29.39000,1.05236,0.87797,1.33430,2.11658,3.87240
2940,29.40000,1.05255,0.87822,1.33421,2.11656,3.87137
2941,29.41000,1.05273,0.87846,1.33412,2.11653,3.87034
2942,29.42000,1.05292,0.87871,1.33403,2.11650,3.86931
2943,29.43000,1.05310,0.87895,1.33393,2.11647,3.86829
2944,29.44000,1.05329,0.87920,1.33384,2.11645,3.86727
2945,29.45000,1.05347,0.87945,1.33375,2.11642,3.86625
2946,29.46000,1.05366,0.87969,1.33366,2.11640,3.86523
2947,29.47000,1.05385,0.87994,1.33357,2.11638,3.86422
2948,29.48000,1.05403,0.88018,1.33348,2.11636,3.86321
2949,29.49000,1.05422,0.88043,1.33340,2.11634,3.86221
2950,29.50000,1.05440,0.88067,1.33331,2.11632,3.86120
2951,29.51000,1.05459,0.88092,1.33322,2.11630,3.86020
2952,29.52000,1.05478,0.88116,1.33313,2.11628,3.85920
2953,29.53000,1.05496,0.88141,1.33304,2.11627,3.85821
2954,29.54000,1.05515,0.88165,1.33295,2.11625,3.85722
2955,29.55000,1.05534,0.88190,1.33286,2.11624,3.85623
2956,29.56000,1.05552,0.88214,1.33278,2.11622,3.85524
2957,29.57000,1.05571,0.88238,1.33269,2.11621,3.85426
2958,29.58000,1.05590,0.88263,1.33260,2.11620,3.85328
2959,29.59000,1.05608,0.88287,1.33252,2.11619,3.85230
2960,29.60000,1.05627,0.88312,1.33243,2.11618,3.85133
2961,29.61000,1.05646,0.88336,1.33234,2.11617,3.85036
2962,29.62000,1.05665,0.88360,1.33226,2.11616,3.84939
2963,29.63000,1.05683,0.88385,1.33217,2.11616,3.84842
2964,29.64000,1.05702,0.88409,1.33209,2.11615,3.84746
2965,29.65000,1.05721,0.88433,1.33200,2.11615,3.84650
2966,29.66000,1.05740,0.88458,1.33191,2.11614,3.84554
2967,29.67000,1.05758,0.88482,1.33183,2.11614,3.84459
2968,29.68000,1.05777,0.88506,1.33175,2.11614,3.84363
2969,29.69000,1.05796,0.88530,1.33166,2.11614,3.84269
2970,29.70000,1.05815,0.88555,1.33158,2.11614,3.84174
2971,29.71000,1.05834,0.88579,1.33149,2.11614,3.84080
2972,29.72000,1.05852,0.88603,1.33141,2.11614,3.83986
2973,29.73000,1.05871,0.88627,1.33132,2.11614,3.83892
2974,29.74000,1.05890,0.88652,1.33124,2.11614,3.83798
2975,29.75000,1.05909,0.88676,1.33116,2.11615,3.83705
2976,29.76000,1.05928,0.88700,1.33108,2.11616,3.83612
2977,29.77000,1.05947,0.88724,1.33099,2.11616,3.83520
2978,29.78000,1.05965,0.88748,1.33091,2.11617,3.83427
2979,29.79000,1.05984,0.88772,1.33083,2.11618,3.83335
2980,29.80000,1.06003,0.88796,1.33075,2.11619,3.83244
2981,29.81000,1.06022,0.88820,1.33067,2.11620,3.83152
2982,29.82000,1.06041,0.88845,1.33058,2.11621,3.83061
2983,29.83000,1.06060,0.88869,1.33050,2.11622,3.82970
2984,29.84000,1.06079,0.88893,1.33042,2.11623,3.82879
2985,29.85000,1.06098,0.88917,1.33034,2.11625,3.82789
2986,29.86000,1.06116,0.88941,1.33026,2.11626,3.82699
2987,29.87000,1.06135,0.88965,1.33018,2.11628,3.82609
2988,29.88000,1.06154,0.88989,1.33010,2.11629,3.82519
2989,29.89000,1.06173,0.89013,1.33002,2.11631,3.82430
2990,29.90000,1.06192,0.89037,1.32994,2.11633,3.82341
2991,29.91000,1.06211,0.89061,1.32986,2.11635,3.82252
2992,29.92000,1.06230,0.89084,1.32978,2.11637,3.82164
2993,29.93000,1.06249,0.89108,1.32970,2.11639,3.82076
2994,29.94000,1.06268,0.89132,1.32962,2.11641,3.81988
2995,29.95000,1.06287,0.89156,1.32955,2.11643,3.81900
2996,29.96000,1.06306,0.89180,1.32947,2.11646,3.81813
2997,29.97000,1.06325,0.89204,1.32939,2.11648,3.81726
2998,29.98000,1.06344,0.89228,1.32931,2.11651,3.81639
2999,29.99000,1.06363,0.89252,1.32923,2.11653,3.81552
3000,30.00000,1.06382,0.89275,1.32916,2.11656,3.81466
3001,30.01000,1.06401,0.89299,1.32908,2.11659,3.81380
3002,30.02000,1.06420,0.89323,1.32900,2.11662,3.81295
3003,30.03000,1.06439,0.89347,1.32893,2.11665,3.81209
3004,30.04000,1.06458,0.89371,1.32885,2.11668,3.81124
3005,30.05000,1.06477,0.89394,1.32877,2.11671,3.81039
3006,30.06000,1.06496,0.89418,1.32870,2.11674,3.80954
3007,30.07000,1.06515,0.89442,1.32862,2.11678,3.80870
3008,30.08000,1.06534,0.89465,1.32855,2.11681,3.80786
3009,30.09000,1.06553,0.89489,1.32847,2.11685,3.80702
3010,30.10000,1.06572,0.89513,1.32840,2.11688,3.80619
3011,30.11000,1.06591,0.89536,1.32832,2.11692,3.80535
3012,30.12000,1.06610,0.89560,1.32825,2.11696,3.80452
3013,30.13000,1.06629,0.89584,1.32817,2.11700,3.80370
3014,30.14000,1.06649,0.89607,1.32810,2.11703,3.80287
3015,30.15000,1.06668,0.89631,1.32803,2.11707,3.80205
3016,30.16000,1.06687,0.89654,1.32795,2.11712,3.80123
3017,30.17000,1.06706,0.89678,1.32788,2.11716,3.80041
3018,30.18000,1.06725,0.89702,1.32780,2.11720,3.79960
3019,30.19000,1.06744,0.89725,1.32773,2.11724,3.79879
3020,30.20000,1.06763,0.89749,1.32766,2.11729,3.79798
3021,30.21000,1.06782,0.89772,1.32759,2.11733,3.79717
3022,30.22000,1.06801,0.89796,1.32751,2.11738,3.79637
3023,30.23000,1.06820,0.89819,1.32744,2.11743,3.79557
3024,30.24000,1.06840,0.89842,1.32737,2.11748,3.79477
3025,30.25000,1.06859,0.89866,1.32730,2.11752,3.79397
3026,30.26000,1.06878,0.89889,1.32723,2.11757,3.79318
3027,30.27000,1.06897,0.89913,1.32716,2.11762,3.79239
3028,30.28000,1.06916,0.89936,1.32708,2.11768,3.79160
3029,30.29000,1.06935,0.89959,1.32701,2.11773,3.79082
3030,30.30000,1.06954,0.89983,1.32694,2.11778,3.79003
3031,30.31000,1.06974,0.90006,1.32687,2.11783,3.78926
3032,30.32000,1.06993,0.90029,1.32680,2.11789,3.78848
3033,30.33000,1.07012,0.90053,1.32673,2.11794,3.78770
3034,30.34000,1.07031,0.90076,1.32666,2.11800,3.78693
3035,30.35000,1.07050,0.90099,1.32659,2.11806,3.78616
3036,30.36000,1.07069,0.90123,1.32652,2.11811,3.78539
3037,30.37000,1.07089,0.90146,1.32645,2.11817,3.78463
3038,30.38000,1.07108,0.90169,1.32639,2.11823,3.78387
3039,30.39000,1.07127,0.90192,1.32632,2.11829,3.78311
3040,30.40000,1.07146,0.90215,1.32625,2.11835,3.78235
3041,30.41000,1.07165,0.90239,1.32618,2.11842,3.78160
3042,30.42000,1.07185,0.90262,1.32611,2.11848,3.78085
3043,30.43000,1.07204,0.90285,1.32604,2.11854,3.78010
3044,30.44000,1.07223,0.90308,1.32598,2.11861,3.77935
3045,30.45000,1.07242,0.90331,1.32591,2.11867,3.77861
3046,30.46000,1.07261,0.90354,1.32584,2.11874,3.77787
3047,30.47000,1.07281,0.90377,1.32578,2.11880,3.77713
3048,30.48000,1.07300,0.90400,1.32571,2.11887,3.77639
3049,30.49000,1.07319,0.90423,1.32564,2.11894,3.77566
3050,30.50000,1.07338,0.90446,1.32558,2.11901,3.77493
3051,30.51000,1.07358,0.90469,1.32551,2.11908,3.77420
3052,30.52000,1.07377,0.90492,1.32544,2.11915,3.77347
3053,30.53000,1.07396,0.90515,1.32538,2.11922,3.77275
3054,30.54000,1.07415,0.90538,1.32531,2.11929,3.77203
3055,30.55000,1.07435,0.90561,1.32525,2.11936,3.77131
3056,30.56000,1.07454,0.90584,1.32518,2.11944,3.77060
3057,30.57000,1.07473,0.90607,1.32512,2.11951,3.76988
3058,30.58000,1.07492,0.90630,1.32505,2.11959,3.76917
3059,30.59000,1.07512,0.90653,1.32499,2.11966,3.76846
3060,30.60000,1.07531,0.90676,1.32493,2.11974,3.76776
3061,30.61000,1.07550,0.90699,1.32486,2.11982,3.76705
3062,30.62000,1.07569,0.90721,1.32480,2.11990,3.76635
3063,30.63000,1.07589,0.90744,1.32473,2.11998,3.76565
3064,30.64000,1.07608,0.90767,1.32467,2.12006,3.76496
3065,30.65000,1.07627,0.90790,1.32461,2.12014,3.76427
3066,30.66000,1.07646,0.90813,1.32454,2.12022,3.76357
3067,30.67000,1.07666,0.90835,1.32448,2.12030,3.76289
3068,30.68000,1.07685,0.90858,1.32442,2.12038,3.76220
3069,30.69000,1.07704,0.90881,1.32436,2.12047,3.76152
3070,30.70000,1.07724,0.90903,1.32429,2.12055,3.76084
3071,30.71000,1.07743,0.90926,1.32423,2.12064,3.76016
3072,30.72000,1.07762,0.90949,1.32417,2.12072,3.75948
3073,30.73000,1.07781,0.90971,1.32411,2.12081,3.75881
3074,30.74000,1.07801,0.90994,1.32405,2.12090,3.75814
3075,30.75000,1.07820,0.91017,1.32399,2.12098,3.75747
3076,30.76000,1.07839,0.91039,1.32393,2.12107,3.75680
3077,30.77000,1.07859,0.91062,1.32387,2.12116,3.75614
3078,30.78000,1.07878,0.91084,1.32381,2.12125,3.75548
3079,30.79000,1.07897,0.91107,1.32375,2.12134,3.75482
3080,30.80000,1.07916,0.91129,1.32369,2.12144,3.75416
3081,30.81000,1.07936,0.91152,1.32363,2.12153,3.75351
3082,30.82000,1.07955,0.91174,1.32357,2.12162,3.75285
3083,30.83000,1.07974,0.91197,1.32351,2.12172,3.75221
3084,30.84000,1.07994,0.91219,1.32345,2.12181,3.75156
3085,30.85000,1.08013,0.91242,1.32339,2.12191,3.75091
3086,30.86000,1.08032,0.91264,1.32333,2.12200,3.75027
3087,30.87000,1.08052,0.91287,1.32327,2.12210,3.74963
3088,30.88000,1.08071,0.91309,1.32321,2.12220,3.74900
3089,30.89000,1.08090,0.91331,1.32315,2.12230,3.74836
3090,30.90000,1.08109,0.91354,1.32310,2.12240,3.74773
3091,30.91000,1.08129,0.91376,1.32304,2.12250,3.74710
3092,30.92000,1.08148,0.91398,1.32298,2.12260,3.74647
3093,30.93000,1.08167,0.91421,1.32292,2.12270,3.74585
3094,30.94000,1.08187,0.91443,1.32287,2.12280,3.74522
3095,30.95000,1.08206,0.91465,1.32281,2.12290,3.74460
3096,30.96000,1.08225,0.91487,1.32275,2.12301,3.74398
3097,30.97000,1.08245,0.91510,1.32270,2.12311,3.74337
3098,30.98000,1.08264,0.91532,1.32264,2.12321,3.74275
3099,30.99000,1.08283,0.91554,1.32258,2.12332,3.74214
3100,31.00000,1.08303,0.91576,1.32253,2.12343,3.74154
3101,31.01000,1.08322,0.91598,1.32247,2.12353,3.74093
3102,31.02000,1.08341,0.91620,1.32242,2.12364,3.74032
3103,31.03000,1.08361,0.91642,1.32236,2.12375,3.73972
3104,31.04000,1.08380,0.91664,1.32230,2.12386,3.73912
3105,31.05000,1.08399,0.91687,1.32225,2.12397,3.73853
3106,31.06000,1.08419,0.91709,1.32219,2.12408,3.73793
3107,31.07000,1.08438,0.91731,1.32214,2.12419,3.73734
3108,31.08000,1.08457,0.91753,1.32209,2.12430,3.73675
3109,31.09000,1.08477,0.91775,1.32203,2.12441,3.73616
3110,31.10000,1.08496,0.91797,1.32198,2.12453,3.73558
3111,31.11000,1.08515,0.91819,1.32192,2.12464,3.73499
3112,31.12000,1.08534,0.91841,1.32187,2.12475,3.73441
3113,31.13000,1.08554,0.91862,1.32182,2.12487,3.73384
3114,31.14000,1.08573,0.91884,1.32176,2.12499,3.73326
3115,31.15000,1.08592,0.91906,1.32171,2.12510,3.73269
3116,31.16000,1.08612,0.91928,1.32166,2.12522,3.73211
3117,31.17000,1.08631,0.91950,1.32160,2.12534,3.73155
3118,31.18000,1.08650,0.91972,1.32155,2.12546,3.73098
3119,31.19000,1.08670,0.91994,1.32150,2.12557,3.73041
3120,31.20000,1.08689,0.92015,1.32145,2.12569,3.72985
3121,31.21000,1.08708,0.92037,1.32140,2.12582,3.72929
3122,31.22000,1.08728,0.92059,1.32134,2.12594,3.72873
3123,31.23000,1.08747,0.92081,1.32129,2.12606,3.72818
3124,31.24000,1.08766,0.92102,1.32124,2.12618,3.72763
3125,31.25000,1.08786,0.92124,1.32119,2.12630,3.72708
3126,31.26000,1.08805,0.92146,1.32114,2.12643,3.72653
3127,31.27000,1.08824,0.92167,1.32109,2.12655,3.72598
3128,31.28000,1.08844,0.92189,1.32104,2.12668,3.72544
3129,31.29000,1.08863,0.92211,1.32099,2.12680,3.72489
3130,31.30000,1.08882,0.92232,1.32094,2.12693,3.72435
3131,31.31000,1.08902,0.92254,1.32089,2.12706,3.72382
3132,31.32000,1.08921,0.92275,1.32084,2.12718,3.72328
3133,31.33000,1.08940,0.92297,1.32079,2.12731,3.72275
3134,31.34000,1.08959,0.92318,1.32074,2.12744,3.72222
3135,31.35000,1.08979,0.92340,1.32069,2.12757,3.72169
3136,31.36000,1.08998,0.92361,1.32064,2.12770,3.72116
3137,31.37000,1.09017,0.92383,1.32059,2.12783,3.72064
3138,31.38000,1.09037,0.92404,1.32054,2.12796,3.72012
3139,31.39000,1.09056,0.92426,1.32049,2.12810,3.71960
3140,31.40000,1.09075,0.92447,1.32044,2.12823,3.71908
3141,31.41000,1.09095,0.92469,1.32040,2.12836,3.71857
3142,31.42000,1.09114,0.92490,1.32035,2.12850,3.71805
3143,31.43000,1.09133,0.92511,1.32030,2.12863,3.71754
3144,31.44000,1.09152,0.92533,1.32025,2.12877,3.71704
3145,31.45000,1.09172,0.92554,1.32021,2.12890,3.71653
3146,31.46000,1.09191,0.92575,1.32016,2.12904,3.71603
3147,31.47000,1.09210,0.92597,1.32011,2.12918,3.71552
3148,31.48000,1.09230,0.92618,1.32006,2.12932,3.71502
3149,31.49000,1.09249,0.92639,1.32002,2.12945,3.71453
3150,31.50000,1.09268,0.92660,1.31997,2.12959,3.71403
3151,31.51000,1.09287,0.92681,1.31992,2.12973,3.71354
3152,31.52000,1.09307,0.92703,1.31988,2.12987,3.71305
3153,31.53000,1.09326,0.92724,1.31983,2.13001,3.71256
3154,31.54000,1.09345,0.92745,1.31979,2.13016,3.71207
3155,31.55000,1.09365,0.92766,1.31974,2.13030,3.71159
3156,31.56000,1.09384,0.92787,1.31970,2.13044,3.71111
3157,31.57000,1.09403,0.92808,1.31965,2.13058,3.71063
3158,31.58000,1.09422,0.92829,1.31961,2.13073,3.71015
3159,31.59000,1.09442,0.92850,1.31956,2.13087,3.70967
3160,31.60000,1.09461,0.92871,1.31952,2.13102,3.70920
3161,31.61000,1.09480,0.92892,1.31947,2.13116,3.70873
3162,31.62000,1.09499,0.92913,1.31943,2.13131,3.70826
3163,31.63000,1.09519,0.92934,1.31938,2.13146,3.70779
3164,31.64000,1.09538,0.92955,1.31934,2.13160,3.70733
3165,31.65000,1.09557,0.92976,1.31930,2.13175,3.70686
3166,31.66000,1.09576,0.92997,1.31925,2.13190,3.70640
3167,31.67000,1.09596,0.93018,1.31921,2.13205,3.70594
3168,31.68000,1.09615,0.93039,1.31917,2.13220,3.70549
3169,31.69000,1.09634,0.93060,1.31912,2.13235,3.70503
3170,31.70000,1.09653,0.93080,1.31908,2.13250,3.70458
3171,31.71000,1.09672,0.93101,1.31904,2.13265,3.70413
3172,31.72000,1.09692,0.93122,1.31899,2.13281,3.70368
3173,31.73000,1.09711,0.93143,1.31895,2.13296,3.70324
3174,31.74000,1.09730,0.93164,1.31891,2.13311,3.70279
3175,31.75000,1.09749,0.93184,1.31887,2.13327,3.70235
3176,31.76000,1.09769,0.93205,1.31883,2.13342,3.70191
3177,31.77000,1.09788,0.93226,1.31878,2.13358,3.70147
3178,31.78000,1.09807,0.93246,1.31874,2.13373,3.70104
3179,31.79000,1.09826,0.93267,1.31870,2.13389,3.70060
3180,31.80000,1.09845,0.93288,1.31866,2.13405,3.70017
3181,31.81000,1.09865,0.93308,1.31862,2.13420,3.69974
3182,31.82000,1.09884,0.93329,1.31858,2.13436,3.69932
3183,31.83000,1.09903,0.93349,1.31854,2.13452,3.69889
3184,31.84000,1.09922,0.93370,1.31850,2.13468,3.69847
3185,31.85000,1.09941,0.93390,1.31846,2.13484,3.69805
3186,31.86000,1.09961,0.93411,1.31842,2.13500,3.69763
3187,31.87000,1.09980,0.93431,1.31838,2.13516,3.69721
3188,31.88000,1.09999,0.93452,1.31834,2.13532,3.69680
3189,31.89000,1.10018,0.93472,1.31830,2.13548,3.69638
3190,31.90000,1.10037,0.93493,1.31826,2.13565,3.69597
3191,31.91000,1.10056,0.93513,1.31822,2.13581,3.69556
3192,31.92000,1.10076,0.93533,1.31818,2.13597,3.69516
3193,31.93000,1.10095,0.93554,1.31814,2.13614,3.69475
3194,31.94000,1.10114,0.93574,1.31810,2.13630,3.69435
3195,31.95000,1.10133,0.93594,1.31806,2.13647,3.69395
3196,31.96000,1.10152,0.93615,1.31802,2.13663,3.69355
3197,31.97000,1.10171,0.93635,1.31799,2.13680,3.69316
3198,31.98000,1.10190,0.93655,1.31795,2.13696,3.69276
3199,31.99000,1.10210,0.93676,1.31791,2.13713,3.69237
3200,32.00000,1.10229,0.93696,1.31787,2.13730,3.69198
3201,32.01000,1.10248,0.93716,1.31783,2.13747,3.69159
3202,32.02000,1.10267,0.93736,1.31780,2.13764,3.69120
3203,32.03000,1.10286,0.93756,1.31776,2.13781,3.69082
3204,32.04000,1.10305,0.93776,1.31772,2.13798,3.69044
3205,32.05000,1.10324,0.93796,1.31769,2.13815,3.69006
3206,32.06000,1.10343,0.93817,1.31765,2.13832,3.68968
3207,32.07000,1.10362,0.93837,1.31761,2.13849,3.68930
3208,32.08000,1.10382,0.93857,1.31758,2.13866,3.68893
3209,32.09000,1.10401,0.93877,1.31754,2.13883,3.68855
3210,32.10000,1.10420,0.93897,1.31750,2.13901,3.68818
3211,32.11000,1.10439,0.93917,1.31747,2.13918,3.68782
3212,32.12000,1.10458,0.93937,1.31743,2.13936,3.68745
3213,32.13000,1.10477,0.93957,1.31740,2.13953,3.68708
3214,32.14000,1.10496,0.93977,1.31736,2.13971,3.68672
3215,32.15000,1.10515,0.93996,1.31733,2.13988,3.68636
3216,32.16000,1.10534,0.94016,1.31729,2.14006,3.68600
3217,32.17000,1.10553,0.94036,1.31726,2.14024,3.68565
3218,32.18000,1.10572,0.94056,1.31722,2.14041,3.68529
3219,32.19000,1.10591,0.94076,1.31719,2.14059,3.68494
3220,32.20000,1.10610,0.94096,1.31715,2.14077,3.68459
3221,32.21000,1.10629,0.94115,1.31712,2.14095,3.68424
3222,32.22000,1.10648,0.94135,1.31708,2.14113,3.68389
3223,32.23000,1.10667,0.94155,1.31705,2.14131,3.68355
3224,32.24000,1.10686,0.94175,1.31702,2.14149,3.68320
3225,32.25000,1.10705,0.94194,1.31698,2.14167,3.68286
3226,32.26000,1.10724,0.94214,1.31695,2.14185,3.68252
3227,32.27000,1.10743,0.94234,1.31692,2.14203,3.68218
3228,32.28000,1.10762,0.94253,1.31688,2.14221,3.68185
3229,32.29000,1.10781,0.94273,1.31685,2.14240,3.68152
3230,32.30000,1.10800,0.94292,1.31682,2.14258,3.68118
3231,32.31000,1.10819,0.94312,1.31678,2.14276,3.68085
3232,32.32000,1.10838,0.94331,1.31675,2.14295,3.68053
3233,32.33000,1.10857,0.94351,1.31672,2.14313,3.68020
3234,32.34000,1.10876,0.94370,1.31669,2.14332,3.67988
3235,32.35000,1.10895,0.94390,1.31665,2.14350,3.67955
3236,32.36000,1.10914,0.94409,1.31662,2.14369,3.67923
3237,32.37000,1.10933,0.94429,1.31659,2.14388,3.67892
3238,32.38000,1.10952,0.94448,1.31656,2.14406,3.67860
3239,32.39000,1.10971,0.94468,1.31653,2.14425,3.67829
3240,32.40000,1.10990,0.94487,1.31650,2.14444,3.67797
3241,32.41000,1.11009,0.94506,1.31647,2.14463,3.67766
3242,32.42000,1.11028,0.94526,1.31643,2.14482,3.67735
3243,32.43000,1.11046,0.94545,1.31640,2.14501,3.67705
3244,32.44000,1.11065,0.94564,1.31637,2.14520,3.67674
3245,32.45000,1.11084,0.94584,1.31634,2.14539,3.67644
3246,32.46000,1.11103,0.94603,1.31631,2.14558,3.67614
3247,32.47000,1.11122,0.94622,1.31628,2.14577,3.67584
3248,32.48000,1.11141,0.94641,1.31625,2.14596,3.67554
3249,32.49000,1.11160,0.94660,1.31622,2.14615,3.67524
3250,32.50000,1.11179,0.94680,1.31619,2.14635,3.67495
3251,32.51000,1.11197,0.94699,1.31616,2.14654,3.67466
3252,32.52000,1.11216,0.94718,1.31613,2.14673,3.67437
3253,32.53000,1.11235,0.94737,1.31610,2.14693,3.67408
3254,32.54000,1.11254,0.94756,1.31607,2.14712,3.67379
3255,32.55000,1.11273,0.94775,1.31605,2.14732,3.67351
3256,32.56000,1.11292,0.94794,1.31602,2.14751,3.67322
3257,32.57000,1.11310,0.94813,1.31599,2.14771,3.67294
3258,32.58000,1.11329,0.94832,1.31596,2.14791,3.67266
3259,32.59000,1.11348,0.94851,1.31593,2.14810,3.67238
3260,32.60000,1.11367,0.94870,1.31590,2.14830,3.67211
3261,32.61000,1.11386,0.94889,1.31587,2.14850,3.67184
3262,32.62000,1.11404,0.94908,1.31585,2.14870,3.67156
3263,32.63000,1.11423,0.94927,1.31582,2.14889,3.67129
3264,32.64000,1.11442,0.94945,1.31579,2.14909,3.67102
3265,32.65000,1.11461,0.94964,1.31576,2.14929,3.67076
3266,32.66000,1.11479,0.94983,1.31574,2.14949,3.67049
3267,32.67000,1.11498,0.95002,1.31571,2.14969,3.67023
3268,32.68000,1.11517,0.95021,1.31568,2.14989,3.66997
3269,32.69000,1.11536,0.95039,1.31566,2.15010,3.66971
3270,32.70000,1.11554,0.95058,1.31563,2.15030,3.66945
3271,32.71000,1.11573,0.95077,1.31560,2.15050,3.66919
3272,32.72000,1.11592,0.95095,1.31558,2.15070,3.66894
3273,32.73000,1.11611,0.95114,1.31555,2.15091,3.66869
3274,32.74000,1.11629,0.95133,1.31552,2.15111,3.66844
3275,32.75000,1.11648,0.95151,1.31550,2.15131,3.66819
3276,32.76000,1.11667,0.95170,1.31547,2.15152,3.66794
3277,32.77000,1.11685,0.95188,1.31545,2.15172,3.66770
3278,32.78000,1.11704,0.95207,1.31542,2.15193,3.66745
3279,32.79000,1.11723,0.95225,1.31539,2.15213,3.66721
3280,32.80000,1.11741,0.95244,1.31537,2.15234,3.66697
3281,32.81000,1.11760,0.95262,1.31534,2.15255,3.66673
3282,32.82000,1.11779,0.95281,1.31532,2.15275,3.66650
3283,32.83000,1.11797,0.95299,1.31529,2.15296,3.66626
3284,32.84000,1.11816,0.95318,1.31527,2.15317,3.66603
3285,32.85000,1.11834,0.95336,1.31524,2.15338,3.66580
3286,32.86000,1.11853,0.95354,1.31522,2.15358,3.66557
3287,32.87000,1.11872,0.95373,1.31520,2.15379,3.66534
3288,32.88000,1.11890,0.95391,1.31517,2.15400,3.66511
3289,32.89000,1.11909,0.95409,1.31515,2.15421,3.66489
3290,32.90000,1.11927,0.95428,1.31512,2.15442,3.66467
3291,32.91000,1.11946,0.95446,1.31510,2.15463,3.66444
3292,32.92000,1.11965,0.95464,1.31508,2.15484,3.66423
3293,32.93000,1.11983,0.95482,1.31505,2.15505,3.66401
3294,32.94000,1.12002,0.95501,1.31503,2.15527,3.66379
3295,32.95000,1.12020,0.95519,1.31501,2.15548,3.66358
3296,32.96000,1.12039,0.95537,1.31498,2.15569,3.66337
3297,32.97000,1.12057,0.95555,1.31496,2.15590,3.66315
3298,32.98000,1.12076,0.95573,1.31494,2.15612,3.66295
3299,32.99000,1.12094,0.95591,1.31492,2.15633,3.66274
3300,33.00000,1.12113,0.95609,1.31489,2.15655,3.66253
